t,cycle,arm,scenario,seed,route,action,wp_index,dist_to_wp_m,degraded,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,yaw_deg,has_collided,collision_object,min_obstacle_dist_m,latency_ms_json,slm_invoked,slm_latency_ms,slm_fallback,slm_timeout,slm_adherent,slm_prompt,slm_raw_response,slm_delib_id,slm_frame_paths,field_izquierda_occ,field_izquierda_ttc_s,field_izquierda_conf,field_izquierda_blocked,field_centro_occ,field_centro_ttc_s,field_centro_conf,field_centro_blocked,field_derecha_occ,field_derecha_ttc_s,field_derecha_conf,field_derecha_blocked
16.691,83,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,28.124901132116474,False,0.6593517661094666,-0.022604892030358315,-1.87644362449646,,,,-51.29,False,,,"{""telemetry"": 1.1, ""graph"": 107.9}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
16.902,84,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,28.138240643785746,False,0.7105658054351807,-0.03646853193640709,-1.864461064338684,,,,-58.51,False,,,"{""telemetry"": 2.3, ""graph"": 117.6}",True,3796.5,False,False,True,"SECTORES VISUALES:
- IZQUIERDA: DESPEJADO
- CENTRO: DESPEJADO
- DERECHA: DESPEJADO

OBJETIVO Y ALTITUD:
- Meta (WP_0_ASCENSO): 29.0m hacia Derecha (+28°)
- Altitud actual: 1.1m (Cota segura: 10.0m)
- AVISO: el dron lleva 10 ciclos sin progresar hacia el waypoint. Si los 3 sectores están bloqueados, elige GANAR_ALTURA en lugar de seguir girando.

INSTRUCCION:
Elige la macro_action ('EVADIR_IZQUIERDA', 'EVADIR_DERECHA', 'GANAR_ALTURA' o 'MANTENER_RUMBO').
Responde SOLO con este JSON:
{""macro_action"": ""<ACCION>"", ""rationale"": ""<motivo corto>""}","{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, avanzar hacia el waypoint.""}",1,photo-20260903T150758.840Z.png,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
17.102,85,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,28.152398833598177,False,0.749829888343811,-0.045080721378326416,-1.8498430252075195,,,,-65.52,False,,,"{""telemetry"": 0.8, ""graph"": 118.6}",True,3796.5,False,False,True,"SECTORES VISUALES:
- IZQUIERDA: DESPEJADO
- CENTRO: DESPEJADO
- DERECHA: DESPEJADO

OBJETIVO Y ALTITUD:
- Meta (WP_0_ASCENSO): 29.0m hacia Derecha (+28°)
- Altitud actual: 1.1m (Cota segura: 10.0m)
- AVISO: el dron lleva 10 ciclos sin progresar hacia el waypoint. Si los 3 sectores están bloqueados, elige GANAR_ALTURA en lugar de seguir girando.

INSTRUCCION:
Elige la macro_action ('EVADIR_IZQUIERDA', 'EVADIR_DERECHA', 'GANAR_ALTURA' o 'MANTENER_RUMBO').
Responde SOLO con este JSON:
{""macro_action"": ""<ACCION>"", ""rationale"": ""<motivo corto>""}","{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, avanzar hacia el waypoint.""}",1,photo-20260903T150758.840Z.png,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
17.315,86,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,28.168845235596603,False,0.7785953283309937,-0.05048035830259323,-1.8334757089614868,,,,-68.89,False,,,"{""telemetry"": 1.0, ""graph"": 131.3}",True,3796.5,False,False,True,"SECTORES VISUALES:
- IZQUIERDA: DESPEJADO
- CENTRO: DESPEJADO
- DERECHA: DESPEJADO

OBJETIVO Y ALTITUD:
- Meta (WP_0_ASCENSO): 29.0m hacia Derecha (+28°)
- Altitud actual: 1.1m (Cota segura: 10.0m)
- AVISO: el dron lleva 10 ciclos sin progresar hacia el waypoint. Si los 3 sectores están bloqueados, elige GANAR_ALTURA en lugar de seguir girando.

INSTRUCCION:
Elige la macro_action ('EVADIR_IZQUIERDA', 'EVADIR_DERECHA', 'GANAR_ALTURA' o 'MANTENER_RUMBO').
Responde SOLO con este JSON:
{""macro_action"": ""<ACCION>"", ""rationale"": ""<motivo corto>""}","{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, avanzar hacia el waypoint.""}",1,photo-20260903T150758.840Z.png,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
17.607,87,slm,TOWNSIM_INI,1,evasive,EVADIR_IZQUIERDA,0,28.18375372945263,False,0.7973440289497375,-0.05374056100845337,-1.821518063545227,,,,-70.21,False,,,"{""telemetry"": 0.8, ""graph"": 223.0}",False,,,,,,,,,0.0,15.03,1.0,False,0.002,8.16,1.0,False,0.008,1.09,1.0,True
17.836,88,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,28.19732403639007,False,0.8164175152778625,-0.058800261467695236,-1.8360295295715332,,,,-71.22,False,,,"{""telemetry"": 1.6, ""graph"": 223.5}",False,,,,,,,,,0.002,47.99,0.176,False,0.001,9.35,0.176,False,0.001,8.38,0.176,False
17.969,89,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,28.10118278865103,False,0.836847722530365,-0.09119443595409393,-1.9827675819396973,,,,-73.49,False,,,"{""telemetry"": 0.9, ""graph"": 130.4}",True,3796.5,False,False,True,"SECTORES VISUALES:
- IZQUIERDA: DESPEJADO
- CENTRO: DESPEJADO
- DERECHA: DESPEJADO

OBJETIVO Y ALTITUD:
- Meta (WP_0_ASCENSO): 29.0m hacia Derecha (+28°)
- Altitud actual: 1.1m (Cota segura: 10.0m)
- AVISO: el dron lleva 10 ciclos sin progresar hacia el waypoint. Si los 3 sectores están bloqueados, elige GANAR_ALTURA en lugar de seguir girando.

INSTRUCCION:
Elige la macro_action ('EVADIR_IZQUIERDA', 'EVADIR_DERECHA', 'GANAR_ALTURA' o 'MANTENER_RUMBO').
Responde SOLO con este JSON:
{""macro_action"": ""<ACCION>"", ""rationale"": ""<motivo corto>""}","{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, avanzar hacia el waypoint.""}",1,photo-20260903T150758.840Z.png,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
18.154,90,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,28.008524468213654,False,0.8587000966072083,-0.13364878296852112,-1.997801661491394,,,,-77.69,False,,,"{""telemetry"": 2.0, ""graph"": 113.9}",True,3796.5,False,False,True,"SECTORES VISUALES:
- IZQUIERDA: DESPEJADO
- CENTRO: DESPEJADO
- DERECHA: DESPEJADO

OBJETIVO Y ALTITUD:
- Meta (WP_0_ASCENSO): 29.0m hacia Derecha (+28°)
- Altitud actual: 1.1m (Cota segura: 10.0m)
- AVISO: el dron lleva 10 ciclos sin progresar hacia el waypoint. Si los 3 sectores están bloqueados, elige GANAR_ALTURA en lugar de seguir girando.

INSTRUCCION:
Elige la macro_action ('EVADIR_IZQUIERDA', 'EVADIR_DERECHA', 'GANAR_ALTURA' o 'MANTENER_RUMBO').
Responde SOLO con este JSON:
{""macro_action"": ""<ACCION>"", ""rationale"": ""<motivo corto>""}","{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, avanzar hacia el waypoint.""}",1,photo-20260903T150758.840Z.png,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
18.354,91,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,28.024653839777194,False,0.8792181015014648,-0.17548607289791107,-1.9822977781295776,,,,-80.12,False,,,"{""telemetry"": 0.7, ""graph"": 114.9}",True,3796.5,False,False,True,"SECTORES VISUALES:
- IZQUIERDA: DESPEJADO
- CENTRO: DESPEJADO
- DERECHA: DESPEJADO

OBJETIVO Y ALTITUD:
- Meta (WP_0_ASCENSO): 29.0m hacia Derecha (+28°)
- Altitud actual: 1.1m (Cota segura: 10.0m)
- AVISO: el dron lleva 10 ciclos sin progresar hacia el waypoint. Si los 3 sectores están bloqueados, elige GANAR_ALTURA en lugar de seguir girando.

INSTRUCCION:
Elige la macro_action ('EVADIR_IZQUIERDA', 'EVADIR_DERECHA', 'GANAR_ALTURA' o 'MANTENER_RUMBO').
Responde SOLO con este JSON:
{""macro_action"": ""<ACCION>"", ""rationale"": ""<motivo corto>""}","{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, avanzar hacia el waypoint.""}",1,photo-20260903T150758.840Z.png,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
18.642,92,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,28.039688595655694,False,0.8971109390258789,-0.2126966267824173,-1.9690196514129639,,,,-81.28,False,,,"{""telemetry"": 0.9, ""graph"": 202.4}",True,3796.5,False,False,True,"SECTORES VISUALES:
- IZQUIERDA: DESPEJADO
- CENTRO: DESPEJADO
- DERECHA: DESPEJADO

OBJETIVO Y ALTITUD:
- Meta (WP_0_ASCENSO): 29.0m hacia Derecha (+28°)
- Altitud actual: 1.1m (Cota segura: 10.0m)
- AVISO: el dron lleva 10 ciclos sin progresar hacia el waypoint. Si los 3 sectores están bloqueados, elige GANAR_ALTURA en lugar de seguir girando.

INSTRUCCION:
Elige la macro_action ('EVADIR_IZQUIERDA', 'EVADIR_DERECHA', 'GANAR_ALTURA' o 'MANTENER_RUMBO').
Responde SOLO con este JSON:
{""macro_action"": ""<ACCION>"", ""rationale"": ""<motivo corto>""}","{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, avanzar hacia el waypoint.""}",1,photo-20260903T150758.840Z.png,0.0,,0.106,False,0.0,,0.106,False,0.0,,0.106,False
18.806,93,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,28.05195758985723,False,0.9096050262451172,-0.23888041079044342,-1.9592844247817993,,,,-81.74,False,,,"{""telemetry"": 0.9, ""graph"": 161.2}",True,3796.5,False,False,True,"SECTORES VISUALES:
- IZQUIERDA: DESPEJADO
- CENTRO: DESPEJADO
- DERECHA: DESPEJADO

OBJETIVO Y ALTITUD:
- Meta (WP_0_ASCENSO): 29.0m hacia Derecha (+28°)
- Altitud actual: 1.1m (Cota segura: 10.0m)
- AVISO: el dron lleva 10 ciclos sin progresar hacia el waypoint. Si los 3 sectores están bloqueados, elige GANAR_ALTURA en lugar de seguir girando.

INSTRUCCION:
Elige la macro_action ('EVADIR_IZQUIERDA', 'EVADIR_DERECHA', 'GANAR_ALTURA' o 'MANTENER_RUMBO').
Responde SOLO con este JSON:
{""macro_action"": ""<ACCION>"", ""rationale"": ""<motivo corto>""}","{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, avanzar hacia el waypoint.""}",1,photo-20260903T150758.840Z.png,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
19.008,94,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,28.06186337363871,False,0.9199135899543762,-0.26055338978767395,-1.9505759477615356,,,,-81.97,False,,,"{""telemetry"": 1.1, ""graph"": 162.3}",True,3796.5,False,False,True,"SECTORES VISUALES:
- IZQUIERDA: DESPEJADO
- CENTRO: DESPEJADO
- DERECHA: DESPEJADO

OBJETIVO Y ALTITUD:
- Meta (WP_0_ASCENSO): 29.0m hacia Derecha (+28°)
- Altitud actual: 1.1m (Cota segura: 10.0m)
- AVISO: el dron lleva 10 ciclos sin progresar hacia el waypoint. Si los 3 sectores están bloqueados, elige GANAR_ALTURA en lugar de seguir girando.

INSTRUCCION:
Elige la macro_action ('EVADIR_IZQUIERDA', 'EVADIR_DERECHA', 'GANAR_ALTURA' o 'MANTENER_RUMBO').
Responde SOLO con este JSON:
{""macro_action"": ""<ACCION>"", ""rationale"": ""<motivo corto>""}","{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, avanzar hacia el waypoint.""}",1,photo-20260903T150758.840Z.png,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
19.184,95,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,28.069917041952927,False,0.9267400503158569,-0.27492785453796387,-1.9442658424377441,,,,-82.06,False,,,"{""telemetry"": 0.9, ""graph"": 138.7}",True,3796.5,False,False,True,"SECTORES VISUALES:
- IZQUIERDA: DESPEJADO
- CENTRO: DESPEJADO
- DERECHA: DESPEJADO

OBJETIVO Y ALTITUD:
- Meta (WP_0_ASCENSO): 29.0m hacia Derecha (+28°)
- Altitud actual: 1.1m (Cota segura: 10.0m)
- AVISO: el dron lleva 10 ciclos sin progresar hacia el waypoint. Si los 3 sectores están bloqueados, elige GANAR_ALTURA en lugar de seguir girando.

INSTRUCCION:
Elige la macro_action ('EVADIR_IZQUIERDA', 'EVADIR_DERECHA', 'GANAR_ALTURA' o 'MANTENER_RUMBO').
Responde SOLO con este JSON:
{""macro_action"": ""<ACCION>"", ""rationale"": ""<motivo corto>""}","{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, avanzar hacia el waypoint.""}",1,photo-20260903T150758.840Z.png,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
19.381,96,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,28.076665851084073,False,0.9325777888298035,-0.2872309386730194,-1.9383485317230225,,,,-82.1,False,,,"{""telemetry"": 0.8, ""graph"": 134.7}",True,3796.5,False,False,True,"SECTORES VISUALES:
- IZQUIERDA: DESPEJADO
- CENTRO: DESPEJADO
- DERECHA: DESPEJADO

OBJETIVO Y ALTITUD:
- Meta (WP_0_ASCENSO): 29.0m hacia Derecha (+28°)
- Altitud actual: 1.1m (Cota segura: 10.0m)
- AVISO: el dron lleva 10 ciclos sin progresar hacia el waypoint. Si los 3 sectores están bloqueados, elige GANAR_ALTURA en lugar de seguir girando.

INSTRUCCION:
Elige la macro_action ('EVADIR_IZQUIERDA', 'EVADIR_DERECHA', 'GANAR_ALTURA' o 'MANTENER_RUMBO').
Responde SOLO con este JSON:
{""macro_action"": ""<ACCION>"", ""rationale"": ""<motivo corto>""}","{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, avanzar hacia el waypoint.""}",1,photo-20260903T150758.840Z.png,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
19.59,97,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,28.082230421520496,False,0.9370188117027283,-0.2965953052043915,-1.9333664178848267,,,,-82.12,False,,,"{""telemetry"": 1.3, ""graph"": 142.9}",True,3796.5,False,False,True,"SECTORES VISUALES:
- IZQUIERDA: DESPEJADO
- CENTRO: DESPEJADO
- DERECHA: DESPEJADO

OBJETIVO Y ALTITUD:
- Meta (WP_0_ASCENSO): 29.0m hacia Derecha (+28°)
- Altitud actual: 1.1m (Cota segura: 10.0m)
- AVISO: el dron lleva 10 ciclos sin progresar hacia el waypoint. Si los 3 sectores están bloqueados, elige GANAR_ALTURA en lugar de seguir girando.

INSTRUCCION:
Elige la macro_action ('EVADIR_IZQUIERDA', 'EVADIR_DERECHA', 'GANAR_ALTURA' o 'MANTENER_RUMBO').
Responde SOLO con este JSON:
{""macro_action"": ""<ACCION>"", ""rationale"": ""<motivo corto>""}","{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, avanzar hacia el waypoint.""}",1,photo-20260903T150758.840Z.png,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
19.814,98,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,28.08676411306374,False,0.9406700134277344,-0.3042978048324585,-1.9287846088409424,,,,-82.13,False,,,"{""telemetry"": 1.0, ""graph"": 167.2}",True,3796.5,False,False,True,"SECTORES VISUALES:
- IZQUIERDA: DESPEJADO
- CENTRO: DESPEJADO
- DERECHA: DESPEJADO

OBJETIVO Y ALTITUD:
- Meta (WP_0_ASCENSO): 29.0m hacia Derecha (+28°)
- Altitud actual: 1.1m (Cota segura: 10.0m)
- AVISO: el dron lleva 10 ciclos sin progresar hacia el waypoint. Si los 3 sectores están bloqueados, elige GANAR_ALTURA en lugar de seguir girando.

INSTRUCCION:
Elige la macro_action ('EVADIR_IZQUIERDA', 'EVADIR_DERECHA', 'GANAR_ALTURA' o 'MANTENER_RUMBO').
Responde SOLO con este JSON:
{""macro_action"": ""<ACCION>"", ""rationale"": ""<motivo corto>""}","{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, avanzar hacia el waypoint.""}",1,photo-20260903T150758.840Z.png,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
20.056,99,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,28.090585063446213,False,0.9432715177536011,-0.3097876012325287,-1.9250891208648682,,,,-82.14,False,,,"{""telemetry"": 1.0, ""graph"": 208.9}",False,,,,,,,,,0.001,76.25,0.3,False,0.0,19.22,0.3,False,0.001,44.66,0.3,False
20.24,100,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,28.093899050227424,False,0.9449830651283264,-0.3134000599384308,-1.9186577796936035,,,,-82.7,False,,,"{""telemetry"": 1.1, ""graph"": 180.8}",True,3796.5,False,False,True,"SECTORES VISUALES:
- IZQUIERDA: DESPEJADO
- CENTRO: DESPEJADO
- DERECHA: DESPEJADO

OBJETIVO Y ALTITUD:
- Meta (WP_0_ASCENSO): 29.0m hacia Derecha (+28°)
- Altitud actual: 1.1m (Cota segura: 10.0m)
- AVISO: el dron lleva 10 ciclos sin progresar hacia el waypoint. Si los 3 sectores están bloqueados, elige GANAR_ALTURA en lugar de seguir girando.

INSTRUCCION:
Elige la macro_action ('EVADIR_IZQUIERDA', 'EVADIR_DERECHA', 'GANAR_ALTURA' o 'MANTENER_RUMBO').
Responde SOLO con este JSON:
{""macro_action"": ""<ACCION>"", ""rationale"": ""<motivo corto>""}","{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, avanzar hacia el waypoint.""}",1,photo-20260903T150758.840Z.png,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
20.359,101,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,28.106571410753407,False,0.9461595416069031,-0.3158760070800781,-1.9050920009613037,,,,-85.97,False,,,"{""telemetry"": 1.8, ""graph"": 98.2}",True,3796.5,False,False,True,"SECTORES VISUALES:
- IZQUIERDA: DESPEJADO
- CENTRO: DESPEJADO
- DERECHA: DESPEJADO

OBJETIVO Y ALTITUD:
- Meta (WP_0_ASCENSO): 29.0m hacia Derecha (+28°)
- Altitud actual: 1.1m (Cota segura: 10.0m)
- AVISO: el dron lleva 10 ciclos sin progresar hacia el waypoint. Si los 3 sectores están bloqueados, elige GANAR_ALTURA en lugar de seguir girando.

INSTRUCCION:
Elige la macro_action ('EVADIR_IZQUIERDA', 'EVADIR_DERECHA', 'GANAR_ALTURA' o 'MANTENER_RUMBO').
Responde SOLO con este JSON:
{""macro_action"": ""<ACCION>"", ""rationale"": ""<motivo corto>""}","{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, avanzar hacia el waypoint.""}",1,photo-20260903T150758.840Z.png,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
20.584,102,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,28.12284960285831,False,0.9472755789756775,-0.31820833683013916,-1.8868920803070068,,,,-88.52,False,,,"{""telemetry"": 1.1, ""graph"": 123.8}",True,3796.5,False,False,True,"SECTORES VISUALES:
- IZQUIERDA: DESPEJADO
- CENTRO: DESPEJADO
- DERECHA: DESPEJADO

OBJETIVO Y ALTITUD:
- Meta (WP_0_ASCENSO): 29.0m hacia Derecha (+28°)
- Altitud actual: 1.1m (Cota segura: 10.0m)
- AVISO: el dron lleva 10 ciclos sin progresar hacia el waypoint. Si los 3 sectores están bloqueados, elige GANAR_ALTURA en lugar de seguir girando.

INSTRUCCION:
Elige la macro_action ('EVADIR_IZQUIERDA', 'EVADIR_DERECHA', 'GANAR_ALTURA' o 'MANTENER_RUMBO').
Responde SOLO con este JSON:
{""macro_action"": ""<ACCION>"", ""rationale"": ""<motivo corto>""}","{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, avanzar hacia el waypoint.""}",1,photo-20260903T150758.840Z.png,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
20.814,103,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,28.137880249631237,False,0.9479426741600037,-0.3195977807044983,-1.8748666048049927,,,,-89.41,False,,,"{""telemetry"": 1.0, ""graph"": 153.8}",True,3796.5,False,False,True,"SECTORES VISUALES:
- IZQUIERDA: DESPEJADO
- CENTRO: DESPEJADO
- DERECHA: DESPEJADO

OBJETIVO Y ALTITUD:
- Meta (WP_0_ASCENSO): 29.0m hacia Derecha (+28°)
- Altitud actual: 1.1m (Cota segura: 10.0m)
- AVISO: el dron lleva 10 ciclos sin progresar hacia el waypoint. Si los 3 sectores están bloqueados, elige GANAR_ALTURA en lugar de seguir girando.

INSTRUCCION:
Elige la macro_action ('EVADIR_IZQUIERDA', 'EVADIR_DERECHA', 'GANAR_ALTURA' o 'MANTENER_RUMBO').
Responde SOLO con este JSON:
{""macro_action"": ""<ACCION>"", ""rationale"": ""<motivo corto>""}","{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, avanzar hacia el waypoint.""}",1,photo-20260903T150758.840Z.png,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
21.05,104,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,28.149907023894816,False,0.9485560059547424,-0.32087400555610657,-1.8629145622253418,,,,-89.91,False,,,"{""telemetry"": 1.0, ""graph"": 189.6}",False,,,,,,,,,0.0,64.89,1.0,False,0.0,42.14,1.0,False,0.001,7.53,1.0,False
21.254,105,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,28.15981769958616,False,0.9489559531211853,-0.3217061758041382,-1.8528201580047607,,,,-90.45,False,,,"{""telemetry"": 1.0, ""graph"": 192.5}",False,,,,,,,,,0.003,4.98,1.0,False,0.0,26.66,1.0,False,0.0,41.07,1.0,False
21.357,106,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,28.173633532991165,False,0.9492655396461487,-0.3223504424095154,-1.8394256830215454,,,,-94.05,False,,,"{""telemetry"": 0.9, ""graph"": 95.7}",True,3796.5,False,False,True,"SECTORES VISUALES:
- IZQUIERDA: DESPEJADO
- CENTRO: DESPEJADO
- DERECHA: DESPEJADO

OBJETIVO Y ALTITUD:
- Meta (WP_0_ASCENSO): 29.0m hacia Derecha (+28°)
- Altitud actual: 1.1m (Cota segura: 10.0m)
- AVISO: el dron lleva 10 ciclos sin progresar hacia el waypoint. Si los 3 sectores están bloqueados, elige GANAR_ALTURA en lugar de seguir girando.

INSTRUCCION:
Elige la macro_action ('EVADIR_IZQUIERDA', 'EVADIR_DERECHA', 'GANAR_ALTURA' o 'MANTENER_RUMBO').
Responde SOLO con este JSON:
{""macro_action"": ""<ACCION>"", ""rationale"": ""<motivo corto>""}","{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, avanzar hacia el waypoint.""}",1,photo-20260903T150758.840Z.png,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
21.551,107,slm,TOWNSIM_INI,1,deliberative,ESCANEO,0,28.1840838736694,False,0.9494977593421936,-0.32283830642700195,-1.8292467594146729,,,,-99.03,False,,,"{""telemetry"": 0.9, ""graph"": 88.7}",True,3796.5,False,False,True,"SECTORES VISUALES:
- IZQUIERDA: DESPEJADO
- CENTRO: DESPEJADO
- DERECHA: DESPEJADO

OBJETIVO Y ALTITUD:
- Meta (WP_0_ASCENSO): 29.0m hacia Derecha (+28°)
- Altitud actual: 1.1m (Cota segura: 10.0m)
- AVISO: el dron lleva 10 ciclos sin progresar hacia el waypoint. Si los 3 sectores están bloqueados, elige GANAR_ALTURA en lugar de seguir girando.

INSTRUCCION:
Elige la macro_action ('EVADIR_IZQUIERDA', 'EVADIR_DERECHA', 'GANAR_ALTURA' o 'MANTENER_RUMBO').
Responde SOLO con este JSON:
{""macro_action"": ""<ACCION>"", ""rationale"": ""<motivo corto>""}","{""macro_action"": ""EVADIR_IZQUIERDA"", ""rationale"": ""Sector izquierdo libre, avanzar hacia el waypoint.""}",1,photo-20260903T150758.840Z.png,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
21.911,108,slm,TOWNSIM_INI,1,deliberative,GANAR_ALTURA,0,28.1994469782322,False,0.9496722221374512,-0.32321086525917053,-1.8133293390274048,,,,-101.66,False,,,"{""telemetry"": 0.8, ""graph"": 83.2}",True,4688.0,False,False,True,"SECTORES VISUALES:
- IZQUIERDA: SIN EVIDENCIA (confianza baja)
- CENTRO: SIN EVIDENCIA (confianza baja)
- DERECHA: SIN EVIDENCIA (confianza baja)

ATASCO: 1 ciclos sin progresar hacia el waypoint.
Escapes verticales ya intentados en este atasco: 0.
OBJETIVO Y ALTITUD:
- Meta (WP_0_ASCENSO): 28.1m hacia Izquierda (-127°)
- Altitud actual: 1.9m (Cota maxima de escape: 30.0m)

INSTRUCCION:
Elegi la macro_action que mejor resuelva el atasco a partir del panorama mostrado.
Responde SOLO con este JSON:
{""macro_action"": ""<ACCION>"", ""rationale"": ""<motivo corto citando el rumbo>""}","{""macro_action"": ""GANAR_ALTURA"", ""rationale"": ""Todos los rumbos muestran estructuras (edificios/paredes)""}",2,photo-20260903T150755.771Z.png;photo-20260903T150757.967Z.png;photo-20260903T150801.051Z.png;photo-20260903T150804.252Z.png,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
22.093,109,slm,TOWNSIM_INI,1,evasive,GANAR_ALTURA,0,28.219207447445466,False,0.9498547911643982,-0.32360517978668213,-1.7911895513534546,,,,-103.63,False,,,"{""telemetry"": 0.7, ""graph"": 180.1}",False,,,,,,,,,0.0,,0.109,False,0.0,,0.109,False,0.0,,0.109,False
22.208,110,slm,TOWNSIM_INI,1,evasive,GANAR_ALTURA,0,28.23335579760808,False,0.9499343037605286,-0.3237799406051636,-1.7806974649429321,,,,-107.04,False,,,"{""telemetry"": 1.3, ""graph"": 94.2}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
22.416,111,slm,TOWNSIM_INI,1,evasive,GANAR_ALTURA,0,28.241605261493557,False,0.9500007033348083,-0.3239348530769348,-1.774388074874878,,,,-112.82,False,,,"{""telemetry"": 0.9, ""graph"": 103.0}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
22.594,112,slm,TOWNSIM_INI,1,evasive,GANAR_ALTURA,0,28.245040453634044,False,0.9500364661216736,-0.32403525710105896,-1.7723826169967651,,,,-118.49,False,,,"{""telemetry"": 1.0, ""graph"": 80.2}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
22.863,113,slm,TOWNSIM_INI,1,evasive,GANAR_ALTURA,0,28.245655878795276,False,0.9500530958175659,-0.32414510846138,-1.7727299928665161,,,,-127.67,False,,,"{""telemetry"": 0.9, ""graph"": 149.2}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
23.042,114,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,0,28.244631008238287,False,0.9500386118888855,-0.32419222593307495,-1.7741318941116333,,,,-133.74,False,,,"{""telemetry"": 1.0, ""graph"": 127.7}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
